C:\MSDCHEM\1\DATA\20150910HYDE\150910Hyde058.d 16 Sep 15  12:23 am
Start of data points
2.10983,22355
2.132,21339
2.15418,19158
2.17635,20462
2.19853,18146
2.2207,17800
2.24288,17877
2.26507,17678
2.28723,17820
2.30942,16380
2.33158,17015
2.35377,16301
2.37595,14879
2.39812,16668
2.4203,15522
2.44247,15195
2.46465,14182
2.48682,14766
2.509,16078
2.53118,16113
2.55335,15352
2.57553,16194
2.5977,15793
2.61988,13784
2.64207,14942
2.66423,14587
2.68642,13791
2.70858,14195
2.73077,15205
2.75293,15344
2.77512,13994
2.7973,14525
2.81947,13863
2.84165,13263
2.86382,13147
2.886,13323
2.90818,14109
2.93035,13692
2.95253,14948
2.9747,13532
2.99688,13476
3.01905,12783
3.04123,14188
3.06342,13998
3.08558,12996
3.10777,12637
3.12993,12642
3.15212,13264
3.1743,13616
3.19647,13474
3.21865,12257
3.24082,12271
3.263,12659
3.28517,12126
3.30735,12912
3.32953,12935
3.3517,11693
3.37388,11341
3.39605,12529
3.41823,11799
3.44042,11819
3.46258,12068
3.48477,12785
3.50693,12226
3.52912,10912
3.55128,12556
3.57347,11336
3.59565,12015
3.61782,11854
3.64,12153
3.66217,10490
3.68435,11436
3.70653,12909
3.7287,12309
3.75088,11638
3.77305,11039
3.79523,10789
3.8174,11550
3.83958,11677
3.86177,11397
3.88393,10642
3.90612,11150
3.92828,10555
3.95047,10961
3.97265,10541
3.99482,10981
4.017,10823
4.03917,10080
4.06135,9825
4.08353,10701
4.1057,10325
4.12788,10970
4.15005,11094
4.17223,9633
4.1944,10461
4.21658,10258
4.23877,10260
4.26093,10513
4.28312,9613
4.30528,10427
4.32747,11418
4.34965,12400
4.37182,15924
4.394,29231
4.41617,76702
4.43835,115753
4.46052,91805
4.4827,53653
4.50488,35070
4.52705,28414
4.54923,25673
4.5714,23888
4.59358,24945
4.61577,30009
4.63793,35891
4.66012,30186
4.68228,22770
4.70447,20121
4.72663,16384
4.74882,15717
4.771,16332
4.79317,13654
4.81535,13082
4.83752,15379
4.8597,13885
4.88188,13179
4.90405,12330
4.92623,12236
4.9484,12740
4.97058,11827
4.99275,11114
5.01493,11972
5.03712,11411
5.05928,11069
5.08147,11066
5.10363,9771
5.12582,9943
5.148,10399
5.17017,10697
5.19235,9693
5.21452,11489
5.2367,11214
5.25887,9949
5.28105,10409
5.30323,9568
5.3254,8908
5.34758,10701
5.36975,10810
5.39193,10569
5.41412,9685
5.43628,9823
5.45847,9303
5.48063,9226
5.50282,9258
5.52498,10018
5.54717,8768
5.56935,8994
5.59152,8516
5.6137,8265
5.63587,8537
5.65805,9278
5.68023,11209
5.7024,13756
5.72458,15901
5.74675,15645
5.76893,12311
5.7911,11049
5.81328,10983
5.83547,12459
5.85763,12811
5.87982,10565
5.90198,10542
5.92417,8296
5.94635,7900
5.96852,8530
5.9907,8020
6.01287,7967
6.03505,7849
6.05722,7606
6.0794,8594
6.10158,7989
6.12375,7500
6.14593,7931
6.1681,8709
6.19028,7493
6.21247,7948
6.23463,7033
6.25682,8578
6.27898,9511
6.30117,12548
6.32335,14671
6.34552,11054
6.3677,9340
6.38987,8456
6.41205,6938
6.43422,6947
6.4564,6814
6.47858,7365
6.50075,9658
6.52293,16182
6.5451,25333
6.56728,23372
6.58947,17283
6.61163,13270
6.63382,9934
6.65598,8439
6.67817,8666
6.70033,9039
6.72252,7641
6.7447,7711
6.76687,6396
6.78905,7166
6.81122,6699
6.8334,7254
6.85558,7542
6.87775,7496
6.89993,7190
6.9221,6767
6.94428,7368
6.96645,7380
6.98863,7030
7.01082,7197
7.03298,7652
7.05517,7653
7.07733,7728
7.09952,5974
7.1217,6101
7.14387,6495
7.16605,6939
7.18822,7004
7.2104,7508
7.23257,7612
7.25475,6788
7.27693,6501
7.3384,7609
7.35553,7636
7.37267,6973
7.38978,7005
7.40692,6222
7.42403,5940
7.44117,6496
7.4583,6152
7.47542,5936
7.49255,6166
7.50968,5799
7.5268,6238
7.54393,6123
7.56105,8016
7.57818,9754
7.59532,10314
7.61243,11525
7.62957,9323
7.64668,9155
7.66382,7692
7.68095,7136
7.69807,7202
7.7152,7034
7.73232,6647
7.74945,5403
7.76658,6460
7.7837,6952
7.80083,6585
7.81797,6779
7.83508,6539
7.85222,6511
7.86933,6039
7.88647,6595
7.9036,5849
7.92072,6139
7.93785,5200
7.95497,5724
7.9721,5915
7.98923,5939
8.00635,5612
8.02348,5838
8.04062,5576
8.05773,6637
8.07487,5055
8.09198,5246
8.10912,5335
8.12625,7046
8.14337,5902
8.1605,4596
8.17762,5625
8.19475,5438
8.21188,5556
8.229,5163
8.24613,5161
8.26325,6548
8.28038,7369
8.29752,6668
8.31463,6512
8.33177,6751
8.3489,6654
8.36602,5893
8.38315,5763
8.40027,5309
8.4174,5195
8.43453,5120
8.45165,5449
8.46878,5883
8.4859,5187
8.50303,5102
8.52017,6055
8.53728,5350
8.55442,4742
8.57155,5619
8.58867,4953
8.6058,4746
8.62292,4798
8.64005,5518
8.65718,5531
8.6743,5600
8.69143,4774
8.70855,4993
8.72568,5170
8.74282,4842
8.75993,5662
8.77707,5197
8.79418,5162
8.81132,4216
8.82845,5561
8.84557,4546
8.8627,5121
8.87983,4517
8.89695,4957
8.91408,3939
8.9312,4827
8.94833,4804
8.96547,4815
8.98258,4399
8.99972,4949
9.01683,4412
9.03397,4615
9.0511,4743
9.06822,4814
9.08535,4131
9.10248,4501
9.1196,5011
9.13673,4038
9.15385,5345
9.17098,6570
9.18812,7960
9.20523,9018
9.22237,9749
9.23948,8001
9.25662,6440
9.27375,5659
9.29087,4063
9.308,5035
9.32512,4969
9.34225,5264
9.35938,5092
9.3765,4613
9.39363,4925
9.41077,3821
9.42788,5130
9.44502,4226
9.46213,4451
9.47927,4557
9.4964,4264
9.51352,3694
9.53065,3720
9.54777,4493
9.5649,4658
9.58203,4814
9.59915,5346
9.61628,5451
9.63342,4308
9.65053,5590
9.66767,5615
9.68478,9115
9.70192,21445
9.71905,49526
9.73617,91776
9.7533,128663
9.77042,132214
9.78755,106560
9.80468,63198
9.8218,35205
9.83893,17919
9.85605,11300
9.87318,9319
9.89032,7444
9.90743,6835
9.92457,6655
9.9417,6789
9.95882,7290
9.97595,7501
9.99307,6281
10.0102,5957
10.0273,5074
10.0445,5248
10.0616,5180
10.0787,4804
10.0958,4506
10.113,5123
10.1301,5386
10.1472,4605
10.1644,4435
10.1815,4829
10.1986,4593
10.2157,4957
10.2329,4531
10.25,4305
10.2671,3877
10.2842,3612
10.3014,4267
10.3185,4871
10.3356,4328
10.3527,4481
10.3699,5057
10.387,4521
10.4041,5225
10.4213,5061
10.4384,4943
10.4555,4065
10.4726,5081
10.4898,4432
10.5069,4066
10.524,3374
10.5411,3906
10.5583,3540
10.5754,3854
10.6301,3760
10.6506,4443
10.6711,4485
10.6916,5028
10.7121,4388
10.7326,5325
10.7531,4781
10.7735,3889
10.794,3712
10.8145,3999
10.835,3490
10.8555,4644
10.876,4513
10.8965,4686
10.9169,5440
10.9374,7261
10.9579,8617
10.9784,9576
10.9989,7815
11.0194,8428
11.0399,7209
11.0604,6596
11.0808,5694
11.1013,5270
11.1218,5259
11.1423,4778
11.1628,4997
11.1833,4699
